"slug","title","year","director","runtime","imdb","tmdb","times_picked","imdb_url","lb_url"
"all-that-money-can-buy","All That Money Can Buy","1941","William Dieterle","107","tt0033532","29451","1","https://www.imdb.com/title/tt0033532/","https://letterboxd.com/film/all-that-money-can-buy/"
"under-the-volcano","Under the Volcano","1984","John Huston","112","tt0088322","41089","2","https://www.imdb.com/title/tt0088322/","https://letterboxd.com/film/under-the-volcano/"
"king-lear-1987","King Lear","1987","Jean-Luc Godard","91","tt0093349","50012","3","https://www.imdb.com/title/tt0093349/","https://letterboxd.com/film/king-lear-1987/"
"the-watermelon-woman","The Watermelon Woman","1996","Cheryl Dunye","85","tt0118125","44479","4","https://www.imdb.com/title/tt0118125/","https://letterboxd.com/film/the-watermelon-woman/"
"faro-document-1979","Fårö Document 1979","1979","Ingmar Bergman","103","tt0079187","119421","12","https://www.imdb.com/title/tt0079187/","https://letterboxd.com/film/faro-document-1979/"
"i-vitelloni","I Vitelloni","1953","Federico Fellini","103","tt0046521","12548","18","https://www.imdb.com/title/tt0046521/","https://letterboxd.com/film/i-vitelloni/"
"dont-play-us-cheap","Don't Play Us Cheap","1973","Melvin Van Peebles","102","tt0069996","90106","11","https://www.imdb.com/title/tt0069996/","https://letterboxd.com/film/dont-play-us-cheap/"
"cats-cradle-1959","Cat's Cradle","1959","Stan Brakhage","6","tt0277617","97509","3","https://www.imdb.com/title/tt0277617/","https://letterboxd.com/film/cats-cradle-1959/"
"samurai-iii-duel-at-ganryu-island","Samurai III: Duel at Ganryu Island","1956","Hiroshi Inagaki","105","tt0049710","31378","4","https://www.imdb.com/title/tt0049710/","https://letterboxd.com/film/samurai-iii-duel-at-ganryu-island/"
"to-joy","To Joy","1950","Ingmar Bergman","99","tt0043048","39284","12","https://www.imdb.com/title/tt0043048/","https://letterboxd.com/film/to-joy/"
"mississippi-masala","Mississippi Masala","1991","Mira Nair","118","tt0102456","41791","3","https://www.imdb.com/title/tt0102456/","https://letterboxd.com/film/mississippi-masala/"
"the-wind-will-carry-us","The Wind Will Carry Us","1999","Abbas Kiarostami","118","tt0209463","43423","1","https://www.imdb.com/title/tt0209463/","https://letterboxd.com/film/the-wind-will-carry-us/"
"bringing-up-baby","Bringing Up Baby","1938","Howard Hawks","102","tt0029947","900","4","https://www.imdb.com/title/tt0029947/","https://letterboxd.com/film/bringing-up-baby/"
"samurai-rebellion","Samurai Rebellion","1967","Masaki Kobayashi","121","tt0061847","27031","1","https://www.imdb.com/title/tt0061847/","https://letterboxd.com/film/samurai-rebellion/"
"the-virgin-suicides","The Virgin Suicides","1999","Sofia Coppola","97","tt0159097","1443","8","https://www.imdb.com/title/tt0159097/","https://letterboxd.com/film/the-virgin-suicides/"
"zatoichi-in-desperation","Zatoichi in Desperation","1972","Shintarō Katsu","92","tt0201922","54306","1","https://www.imdb.com/title/tt0201922/","https://letterboxd.com/film/zatoichi-in-desperation/"
"fish-tank","Fish Tank","2009","Andrea Arnold","123","tt1232776","24469","9","https://www.imdb.com/title/tt1232776/","https://letterboxd.com/film/fish-tank/"
"happy-together-1997","Happy Together","1997","Wong Kar-Wai","96","tt0118845","18329","8","https://www.imdb.com/title/tt0118845/","https://letterboxd.com/film/happy-together-1997/"
"vagabond","Vagabond","1985","Agnès Varda","106","tt0089960","44018","27","https://www.imdb.com/title/tt0089960/","https://letterboxd.com/film/vagabond/"
"this-happy-breed","This Happy Breed","1944","David Lean","111","tt0037367","51617","7","https://www.imdb.com/title/tt0037367/","https://letterboxd.com/film/this-happy-breed/"
"4-months-3-weeks-and-2-days","4 Months, 3 Weeks and 2 Days","2007","Cristian Mungiu","114","tt1032846","2009","2","https://www.imdb.com/title/tt1032846/","https://letterboxd.com/film/4-months-3-weeks-and-2-days/"
"floating-weeds","Floating Weeds","1959","Yasujirō Ozu","115","tt0053390","46918","4","https://www.imdb.com/title/tt0053390/","https://letterboxd.com/film/floating-weeds/"
"ugetsu","Ugetsu","1953","Kenji Mizoguchi","96","tt0046478","14696","4","https://www.imdb.com/title/tt0046478/","https://letterboxd.com/film/ugetsu/"
"zatoichi-and-the-fugitives","Zatoichi and the Fugitives","1968","Kimiyoshi Yasuda","82","tt0063835","54280","1","https://www.imdb.com/title/tt0063835/","https://letterboxd.com/film/zatoichi-and-the-fugitives/"
"the-naked-prey","The Naked Prey","1965","Cornel Wilde","96","tt0060736","18513","1","https://www.imdb.com/title/tt0060736/","https://letterboxd.com/film/the-naked-prey/"
"three-colours-blue","Three Colours: Blue","1993","Krzysztof Kieślowski","98","tt0108394","108","10","https://www.imdb.com/title/tt0108394/","https://letterboxd.com/film/three-colours-blue/"
"the-golden-coach","The Golden Coach","1952","Jean Renoir","105","tt0044487","56167","5","https://www.imdb.com/title/tt0044487/","https://letterboxd.com/film/the-golden-coach/"
"mean-streets","Mean Streets","1973","Martin Scorsese","112","tt0070379","203","6","https://www.imdb.com/title/tt0070379/","https://letterboxd.com/film/mean-streets/"
"zatoichis-revenge","Zatoichi's Revenge","1965","Akira Inoue","84","tt0123335","54273","1","https://www.imdb.com/title/tt0123335/","https://letterboxd.com/film/zatoichis-revenge/"
"god-respects-us-when-we-work-but-loves-us-when-we-dance","God Respects Us When We Work, But Loves Us When We Dance","1968","Les Blank, Skip Gerson","20","tt0063016","266697","5","https://www.imdb.com/title/tt0063016/","https://letterboxd.com/film/god-respects-us-when-we-work-but-loves-us-when-we-dance/"
"head","Head","1968","Bob Rafelson","86","tt0063049","18193","8","https://www.imdb.com/title/tt0063049/","https://letterboxd.com/film/head/"
"richard-iii","Richard III","1955","Laurence Olivier","155","tt0049674","43323","2","https://www.imdb.com/title/tt0049674/","https://letterboxd.com/film/richard-iii/"
"modern-times","Modern Times","1936","Charlie Chaplin","87","tt0027977","3082","4","https://www.imdb.com/title/tt0027977/","https://letterboxd.com/film/modern-times/"
"the-philadelphia-story","The Philadelphia Story","1940","George Cukor","113","tt0032904","981","6","https://www.imdb.com/title/tt0032904/","https://letterboxd.com/film/the-philadelphia-story/"
"my-night-at-mauds","My Night at Maud's","1969","Éric Rohmer","110","tt0064612","48831","10","https://www.imdb.com/title/tt0064612/","https://letterboxd.com/film/my-night-at-mauds/"
"the-warrior-2001","The Warrior","2001","Asif Kapadia","86","tt0295682","23305","1","https://www.imdb.com/title/tt0295682/","https://letterboxd.com/film/the-warrior-2001/"
"my-winnipeg","My Winnipeg","2007","Guy Maddin","80","tt1093842","13241","3","https://www.imdb.com/title/tt1093842/","https://letterboxd.com/film/my-winnipeg/"
"sea-ballerinas","Sea Ballerinas","1956","Jean Painlevé, Geneviève Hamon","13","tt0129859","163223","1","https://www.imdb.com/title/tt0129859/","https://letterboxd.com/film/sea-ballerinas/"
"manual-of-arms","Manual of Arms","1966","Hollis Frampton","17","tt2186945","149047","1","https://www.imdb.com/title/tt2186945/","https://letterboxd.com/film/manual-of-arms/"
"mothra-vs-godzilla","Mothra vs. Godzilla","1964","Ishirō Honda","89","tt0058379","1682","9","https://www.imdb.com/title/tt0058379/","https://letterboxd.com/film/mothra-vs-godzilla/"
"samurai-i-musashi-miyamoto","Samurai I: Musashi Miyamoto","1954","Hiroshi Inagaki","94","tt0047444","31372","4","https://www.imdb.com/title/tt0047444/","https://letterboxd.com/film/samurai-i-musashi-miyamoto/"
"funny-girl","Funny Girl","1968","William Wyler","155","tt0062994","16085","2","https://www.imdb.com/title/tt0062994/","https://letterboxd.com/film/funny-girl/"
"love-in-the-afternoon-1972","Love in the Afternoon","1972","Éric Rohmer","97","tt0068205","12116","9","https://www.imdb.com/title/tt0068205/","https://letterboxd.com/film/love-in-the-afternoon-1972/"
"the-tall-t","The Tall T","1957","Budd Boetticher","78","tt0051047","43253","7","https://www.imdb.com/title/tt0051047/","https://letterboxd.com/film/the-tall-t/"
"two-lane-blacktop","Two-Lane Blacktop","1971","Monte Hellman","102","tt0067893","27236","5","https://www.imdb.com/title/tt0067893/","https://letterboxd.com/film/two-lane-blacktop/"
"the-rose","The Rose","1979","Mark Rydell","125","tt0079826","16323","2","https://www.imdb.com/title/tt0079826/","https://letterboxd.com/film/the-rose/"
"the-fugitive-kind","The Fugitive Kind","1960","Sidney Lumet","119","tt0052832","47837","3","https://www.imdb.com/title/tt0052832/","https://letterboxd.com/film/the-fugitive-kind/"
"a-lesson-in-love","A Lesson in Love","1954","Ingmar Bergman","97","tt0047167","64782","12","https://www.imdb.com/title/tt0047167/","https://letterboxd.com/film/a-lesson-in-love/"
"in-which-we-serve","In Which We Serve","1942","Noël Coward, David Lean","115","tt0034891","28093","7","https://www.imdb.com/title/tt0034891/","https://letterboxd.com/film/in-which-we-serve/"
"the-great-dictator","The Great Dictator","1940","Charlie Chaplin","125","tt0032553","914","2","https://www.imdb.com/title/tt0032553/","https://letterboxd.com/film/the-great-dictator/"
"still-walking","Still Walking","2008","Hirokazu Kore-eda","114","tt1087578","25050","2","https://www.imdb.com/title/tt1087578/","https://letterboxd.com/film/still-walking/"
"a-special-day","A Special Day","1977","Ettore Scola","106","tt0076085","42229","6","https://www.imdb.com/title/tt0076085/","https://letterboxd.com/film/a-special-day/"
"pixote","Pixote","1980","Héctor Babenco","127","tt0082912","42148","3","https://www.imdb.com/title/tt0082912/","https://letterboxd.com/film/pixote/"
"hyas-and-stenorhynchus","Hyas and Stenorhynchus","1929","Jean Painlevé","10","tt0417767","117588","1","https://www.imdb.com/title/tt0417767/","https://letterboxd.com/film/hyas-and-stenorhynchus/"
"thelonious-monk-straight-no-chaser","Thelonious Monk: Straight, No Chaser","1988","Charlotte Zwerin","90","tt0098465","41973","3","https://www.imdb.com/title/tt0098465/","https://letterboxd.com/film/thelonious-monk-straight-no-chaser/"
"letter-never-sent","Letter Never Sent","1960","Mikhail Kalatozov","97","tt0053106","83539","1","https://www.imdb.com/title/tt0053106/","https://letterboxd.com/film/letter-never-sent/"
"faces-1968","Faces","1968","John Cassavetes","130","tt0062952","753","36","https://www.imdb.com/title/tt0062952/","https://letterboxd.com/film/faces-1968/"
"the-drum","The Drum","1938","Zoltan Korda","104","tt0030082","43852","1","https://www.imdb.com/title/tt0030082/","https://letterboxd.com/film/the-drum/"
"choose-me","Choose Me","1984","Alan Rudolph","106","tt0087054","42086","1","https://www.imdb.com/title/tt0087054/","https://letterboxd.com/film/choose-me/"
"mulholland-drive","Mulholland Drive","2001","David Lynch","147","tt0166924","1018","8","https://www.imdb.com/title/tt0166924/","https://letterboxd.com/film/mulholland-drive/"
"paris-is-burning","Paris Is Burning","1990","Jennie Livingston","78","tt0100332","31225","12","https://www.imdb.com/title/tt0100332/","https://letterboxd.com/film/paris-is-burning/"
"fat-girl","Fat Girl","2001","Catherine Breillat","86","tt0243255","570","8","https://www.imdb.com/title/tt0243255/","https://letterboxd.com/film/fat-girl/"
"the-swindle-1955","The Swindle","1955","Federico Fellini","113","tt0047876","36102","17","https://www.imdb.com/title/tt0047876/","https://letterboxd.com/film/the-swindle-1955/"
"io-capitano","Io Capitano","2023","Matteo Garrone","121","tt14225838","937746","1","https://www.imdb.com/title/tt14225838/","https://letterboxd.com/film/io-capitano/"
"in-vandas-room","In Vanda's Room","2000","Pedro Costa","171","tt0139500","87063","1","https://www.imdb.com/title/tt0139500/","https://letterboxd.com/film/in-vandas-room/"
"one-wonderful-sunday","One Wonderful Sunday","1947","Akira Kurosawa","108","tt0039871","45967","1","https://www.imdb.com/title/tt0039871/","https://letterboxd.com/film/one-wonderful-sunday/"
"la-collectionneuse","La Collectionneuse","1967","Éric Rohmer","86","tt0061495","4837","10","https://www.imdb.com/title/tt0061495/","https://letterboxd.com/film/la-collectionneuse/"
"the-big-city","The Big City","1963","Satyajit Ray","136","tt0057277","60567","1","https://www.imdb.com/title/tt0057277/","https://letterboxd.com/film/the-big-city/"
"ingrid-bergman-in-her-own-words","Ingrid Bergman: In Her Own Words","2015","Stig Björkman","116","tt4621016","341106","2","https://www.imdb.com/title/tt4621016/","https://letterboxd.com/film/ingrid-bergman-in-her-own-words/"
"imitation-of-life","Imitation of Life","1934","John M. Stahl","111","tt0025301","47921","1","https://www.imdb.com/title/tt0025301/","https://letterboxd.com/film/imitation-of-life/"
"la-bamba","La Bamba","1987","Luis Valdez","108","tt0093378","16620","2","https://www.imdb.com/title/tt0093378/","https://letterboxd.com/film/la-bamba/"
"green-for-danger","Green for Danger","1946","Sidney Gilliat","91","tt0038577","29589","2","https://www.imdb.com/title/tt0038577/","https://letterboxd.com/film/green-for-danger/"
"the-big-shave","The Big Shave","1967","Martin Scorsese","6","tt0061402","48714","7","https://www.imdb.com/title/tt0061402/","https://letterboxd.com/film/the-big-shave/"
"mudbound","Mudbound","2017","Dee Rees","135","tt2396589","414425","2","https://www.imdb.com/title/tt2396589/","https://letterboxd.com/film/mudbound/"
"documenteur","Documenteur","1981","Agnès Varda","65","tt0082275","157160","24","https://www.imdb.com/title/tt0082275/","https://letterboxd.com/film/documenteur/"
"saute-ma-ville","Saute ma ville","1968","Chantal Akerman","13","tt0063551","49479","8","https://www.imdb.com/title/tt0063551/","https://letterboxd.com/film/saute-ma-ville/"
"juror-2","Juror #2","2024","Clint Eastwood","114","tt27403986","1106739","1","https://www.imdb.com/title/tt27403986/","https://letterboxd.com/film/juror-2/"
"duplicity-iii","Duplicity III","1980","Stan Brakhage","22","tt0279055","164591","3","https://www.imdb.com/title/tt0279055/","https://letterboxd.com/film/duplicity-iii/"
"naked-lunch","Naked Lunch","1991","David Cronenberg","115","tt0102511","2742","7","https://www.imdb.com/title/tt0102511/","https://letterboxd.com/film/naked-lunch/"
"the-organizer","The Organizer","1963","Mario Monicelli","130","tt0056945","51092","2","https://www.imdb.com/title/tt0056945/","https://letterboxd.com/film/the-organizer/"
"dick-johnson-is-dead","Dick Johnson Is Dead","2020","Kirsten Johnson","89","tt11394180","653574","1","https://www.imdb.com/title/tt11394180/","https://letterboxd.com/film/dick-johnson-is-dead/"
"insignificance","Insignificance","1985","Nicolas Roeg","109","tt0089343","42035","1","https://www.imdb.com/title/tt0089343/","https://letterboxd.com/film/insignificance/"
"el-norte","El Norte","1983","Gregory Nava","141","tt0085482","17435","1","https://www.imdb.com/title/tt0085482/","https://letterboxd.com/film/el-norte/"
"chafed-elbows","Chafed Elbows","1967","Robert Downey Sr.","63","tt0138355","110689","2","https://www.imdb.com/title/tt0138355/","https://letterboxd.com/film/chafed-elbows/"
"this-sporting-life","This Sporting Life","1963","Lindsay Anderson","134","tt0057578","18774","3","https://www.imdb.com/title/tt0057578/","https://letterboxd.com/film/this-sporting-life/"
"lone-wolf-and-cub-baby-cart-in-peril","Lone Wolf and Cub: Baby Cart in Peril","1972","Buichi Saitō","81","tt0143348","41477","1","https://www.imdb.com/title/tt0143348/","https://letterboxd.com/film/lone-wolf-and-cub-baby-cart-in-peril/"
"tanner-88","Tanner '88","1988","Robert Altman","353","tt0094562","","3","https://www.imdb.com/title/tt0094562/","https://letterboxd.com/film/tanner-88/"
"immaculate-2024","Immaculate","2024","Michael Mohan","89","tt23137390","1041613","1","https://www.imdb.com/title/tt23137390/","https://letterboxd.com/film/immaculate-2024/"
"big-deal-on-madonna-street","Big Deal on Madonna Street","1958","Mario Monicelli","106","tt0052216","24382","1","https://www.imdb.com/title/tt0052216/","https://letterboxd.com/film/big-deal-on-madonna-street/"
"scarface","Scarface","1932","Howard Hawks","93","tt0023427","877","1","https://www.imdb.com/title/tt0023427/","https://letterboxd.com/film/scarface/"
"targets","Targets","1968","Peter Bogdanovich","90","tt0063671","19383","3","https://www.imdb.com/title/tt0063671/","https://letterboxd.com/film/targets/"
"breathless","Breathless","1960","Jean-Luc Godard","90","tt0053472","269","8","https://www.imdb.com/title/tt0053472/","https://letterboxd.com/film/breathless/"
"au-hasard-balthazar","Au Hasard Balthazar","1966","Robert Bresson","96","tt0060138","20108","5","https://www.imdb.com/title/tt0060138/","https://letterboxd.com/film/au-hasard-balthazar/"
"only-god-forgives","Only God Forgives","2013","Nicolas Winding Refn","89","tt1602613","77987","1","https://www.imdb.com/title/tt1602613/","https://letterboxd.com/film/only-god-forgives/"
"all-that-jazz","All That Jazz","1979","Bob Fosse","123","tt0078754","16858","21","https://www.imdb.com/title/tt0078754/","https://letterboxd.com/film/all-that-jazz/"
"canoa-a-shameful-memory","Canoa: A Shameful Memory","1975","Felipe Cazals","116","tt0131335","116982","3","https://www.imdb.com/title/tt0131335/","https://letterboxd.com/film/canoa-a-shameful-memory/"
"blind-chance","Blind Chance","1987","Krzysztof Kieślowski","123","tt0084549","127","3","https://www.imdb.com/title/tt0084549/","https://letterboxd.com/film/blind-chance/"
"lost-highway","Lost Highway","1997","David Lynch","134","tt0116922","638","4","https://www.imdb.com/title/tt0116922/","https://letterboxd.com/film/lost-highway/"
